Title,Location,Company,Salary,Sponsored,Description
Blockchain Developers,"Pune, Maharashtra",Tokyotechie,0,Organic,"Immediate Joining for the below Job description,
Location : Hyderabad - Telangana,
Permanent Position, Join the winning team, We are into Blockchain and AI Development for the clients from USA and Europe.
Strong Expertise in Backend with Nodejs(Must) Microsoft / PHP - 4 - 5 Years.
Strong Knowledge in Angular / React
Strong Knowledge in Database Development with Mongodb / Sql Server / Mysql.
Strong Knowledge in Agile.
Excellent Communication Skills,
Salary Not a constraint for the right candidate.
Should have the willingness to work on startup based environment.
Job Types: Full-time, Walk-In
Salary: From ₹35,000.00 per month
Experience:
software development: 4 years (Preferred)
total work: 4 years (Preferred)
Java: 4 years (Preferred)
Angular / Node JS: 4 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Designer: Visual Design,"Noida, Uttar Pradesh",IBM,0,Organic,"Immediate Joining for the below Job description,
Location : Hyderabad - Telangana,
Permanent Position, Join the winning team, We are into Blockchain and AI Development for the clients from USA and Europe.
Strong Expertise in Backend with Nodejs(Must) Microsoft / PHP - 4 - 5 Years.
Strong Knowledge in Angular / React
Strong Knowledge in Database Development with Mongodb / Sql Server / Mysql.
Strong Knowledge in Agile.
Excellent Communication Skills,
Salary Not a constraint for the right candidate.
Should have the willingness to work on startup based environment.
Job Types: Full-time, Walk-In
Salary: From ₹35,000.00 per month
Experience:
software development: 4 years (Preferred)
total work: 4 years (Preferred)
Java: 4 years (Preferred)
Angular / Node JS: 4 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Full Stack Developer - Concept Engineering (AHM),"Ahmedabad, Gujarat",Everledger,"₹8,00,000 - ₹14,00,000 a year",Organic,"At Everledger, we are at the forefront of transformational technologies. We are building the world’s first platform for object provenance, providing the underlying story of high-risk assets. We are looking for individuals who are ready to make an impact and able to thrive in a rapidly growing environment. Exponential growth, amazing technology, and talented people are all great reasons to join Everledger.
Everledger provides exciting opportunities using cutting edge technologies, cutting across multiple disciplines such as DLT, IoT, AI, and machine vision. We consider ourselves to be platform-agnostic, with core DLT engineering primarily leveraging Hyperledger Fabric.
Diversity and Inclusion
Everledger welcomes applications from people of all backgrounds, cultures and disabilities. If you require accommodations or adjustments, we encourage you to make us aware so that we can support you through the application process.
Equal Opportunities
It is Everledger’s policy to provide equal employment opportunities to every applicant, regardless of age, sex, marriage & civil partnership, race, disability, religion or belief, gender reassignment, sexual orientation, pregnancy & maternity. We celebrate diversity and are committed to providing an inclusive culture for every employee.
Disability Confident Committed
Everledger is also Disability Confident Committed, which means we commit to providing opportunities for those with disabilities, including interviewing all applicants with a disability who meet the minimum criteria for a vacancy and consider them on their abilities. Please let us know on your application form if this applies to you.
IMPORTANT: If you require accommodations or adjustments to our standard application or any stage of the recruitment process, we encourage you to make us aware so that we can support you through each stage of your application.
Rights to work
Please ensure you are applying for a role in a region where you have full rights to work in. Unfortunately at this time, Everledger, is unable to aid staff who require support obtaining a work-visa.

We are a distributed team with development centers around the world, and we’re looking for a Full Stack Developer that will be part of the Concept Engineering Team. You will be working in a small team of 2-3 developers and will be expected to actively work on research tasks as well as Proof of Concepts.
The Concept engineering team supports our Product roadmap with next-generation technology ideas and concepts focused on building real-world solutions that cater to industries where transparency, trust, and provenance matter most. This role is a great opportunity to learn about next-generation technologies, quick delivery of prototypes and to become part of a company with blockchain applications in production. As part of the Concept engineering team, you will be working closely with the product owners, design team, scrum masters, and key stakeholders from the business team. You and your team will work with modern frontend technologies as well as backend services, in a fast-growing organization. To be successful in this role, you will have a startup mentality. You will roll with the punches and work with the team to help us overcome challenges as we scale up.

Responsibilities
Be a passionate developer for the concept engineering team, providing insights into best practices, and establishing development processes and procedures
Be a technical asset for the team by facilitating brainstorming sessions on new technologies and patterns
Work closely with engineering leaders and product owners to collaborate on ideas, concepts, and technical challenges
Provide input on the level of effort and come up with proof of concepts, examples, research papers to back the ideas
Develop interactive and reusable code components
Develop proof of concepts and minimal viable products for customers
Requirements
A minimum of 3 years of experience in building enterprise products using modern JavaScript frameworks, such as React, Angular, or Vue
Have hands-on experience with Typescript
Extensive experience with React required (other JavaScript frameworks are a plus)
Proficiency in server-side languages such as NodeJs, Go lang
Familiarity with NextJS and NestJS is a plus
Familiarity with database technology such as MySQL, Oracle, and MongoDB
A deep understanding of the web technology stack
Experience using configuration management and integration/build automation tools for code deployment
Experience with test-driven-development (TDD) practices emphasizing well-written unit and integration tests specifying system behavior
Knowledge of modern authorization mechanisms, such as JSON Web Tokens (JWT)
Experience with Responsive Web Design
Understanding of distributed systems architecture
Experience working with distributed, global teams
Good problem-solving skills
Benefits
Wellness Budget - An annual allowance to invest in your physical and mental well-being.
Learning and Development - When our people develop, so do we. We offer an internal learning program, study leaves, and sabbaticals to support your further education.
Shares - We have incredibly loyal employees and we reward that loyalty in our ESOP scheme.
Flexible Working - Employees have the freedom to optimize their own work schedules. This includes the ability to work from home and time off in lieu.
Birthday leave - An additional day off each year to kick back and celebrate your birthday!
Social Events - We might work hard, but we never forget to spend time together, celebrating our wins, and having fun
Private Health Insurance - A level of private health insurance is covered for you and your families (INDIA REGION STAFF ONLY)"
Immediate openings for Blockchain Technologies,India,ICS Consultancy Services,"₹10,00,000 - ₹25,00,000 a year",Organic,"Roles and responsibilities for Immediate openings for Blockchain Technologies
: Role : Business and Integration Architect Role Description : Work directly with the client gathering requirements to align technology with business strategy and goals and. Experts internally and externally for their deep functional or industry expertise, domain knowledge, or offering expertise. Must Have Skills : Blockchain Technologies Good To Have Skills : No Technology Specialty Job Requirements : 1 Responsibilities a As an Application Developer you will be required to work independently or as part of a collaborative team in designing developing and deploying smart contract based blockchain applications to solve real business problemsb You will be responsible for building or integrating with the business logic application software and architect and develop complex solutions c You will be required to showcase how Blockchain technology works and how it can be integrated to client s legacy platforms and IoT gatewaysd The Application Developer will provide valuable input to the team s brainstorming and decision making process2 Professional Experience a JavaScript Node JS Java J2EEb Blockchain Platform Architecture – Quorum Hyperledger Fabric R3 Cordac Docker and RestFul API s
Job Details
Job Role
: All Roles
Industry Sector
: IT-Software/Software Services
Functional Area
: All Functions
Desired Profile
Profile Description
:N/A
Experience
: 3 - 10 (Years)
.
.
Education Details
UG Course
: B.Tech/B.E
UG Specialization
: N/A
PG Course
: M.Tech
PG Specialization
: N/A"
Software Engineer - Flutter,"Gurgaon, Haryana",Shipsy,0,Organic,"Roles and responsibilities for Immediate openings for Blockchain Technologies
: Role : Business and Integration Architect Role Description : Work directly with the client gathering requirements to align technology with business strategy and goals and. Experts internally and externally for their deep functional or industry expertise, domain knowledge, or offering expertise. Must Have Skills : Blockchain Technologies Good To Have Skills : No Technology Specialty Job Requirements : 1 Responsibilities a As an Application Developer you will be required to work independently or as part of a collaborative team in designing developing and deploying smart contract based blockchain applications to solve real business problemsb You will be responsible for building or integrating with the business logic application software and architect and develop complex solutions c You will be required to showcase how Blockchain technology works and how it can be integrated to client s legacy platforms and IoT gatewaysd The Application Developer will provide valuable input to the team s brainstorming and decision making process2 Professional Experience a JavaScript Node JS Java J2EEb Blockchain Platform Architecture – Quorum Hyperledger Fabric R3 Cordac Docker and RestFul API s
Job Details
Job Role
: All Roles
Industry Sector
: IT-Software/Software Services
Functional Area
: All Functions
Desired Profile
Profile Description
:N/A
Experience
: 3 - 10 (Years)
.
.
Education Details
UG Course
: B.Tech/B.E
UG Specialization
: N/A
PG Course
: M.Tech
PG Specialization
: N/A"
Java with Servlets Developer,"Bengaluru, Karnataka",CIEL HR Services,0,Organic,"Roles and responsibilities for Immediate openings for Blockchain Technologies
: Role : Business and Integration Architect Role Description : Work directly with the client gathering requirements to align technology with business strategy and goals and. Experts internally and externally for their deep functional or industry expertise, domain knowledge, or offering expertise. Must Have Skills : Blockchain Technologies Good To Have Skills : No Technology Specialty Job Requirements : 1 Responsibilities a As an Application Developer you will be required to work independently or as part of a collaborative team in designing developing and deploying smart contract based blockchain applications to solve real business problemsb You will be responsible for building or integrating with the business logic application software and architect and develop complex solutions c You will be required to showcase how Blockchain technology works and how it can be integrated to client s legacy platforms and IoT gatewaysd The Application Developer will provide valuable input to the team s brainstorming and decision making process2 Professional Experience a JavaScript Node JS Java J2EEb Blockchain Platform Architecture – Quorum Hyperledger Fabric R3 Cordac Docker and RestFul API s
Job Details
Job Role
: All Roles
Industry Sector
: IT-Software/Software Services
Functional Area
: All Functions
Desired Profile
Profile Description
:N/A
Experience
: 3 - 10 (Years)
.
.
Education Details
UG Course
: B.Tech/B.E
UG Specialization
: N/A
PG Course
: M.Tech
PG Specialization
: N/A"
Blockchain Developers,"Pune, Maharashtra",Tokyotechie,0,Organic,"Location: Pune & Delhi
Responsibilities
Hands-on technical exposure in implementing Blockchain technologies such as Ethereum and Hyperledger
Familiarity with Hyperledger Fabric and Solidity would be an added advantage.
Experience with Smart contract development tools is a plus.
Strong background in Javascript, Phyton & Node JS. Experience in writing programs in scripting languages and deep understanding of its architecture.
Strong understanding of REST/JSON based API integration.
Understanding of Distributed Ledger technology, Blockchain ecosystem and structure.
Experience working in an Agile and DevOps environment.
Knowledge on Mining, Hashing, Elliptic Curve Cryptography(ECC) and P2P Networking
Extensive experience with progression of major projects from the planning stage through to implementation and completion
Effective communicator to all stakeholders and management during project consulting and analysis.
Minimum work experience of 5 years full time in software development
Experience Required
1 - 5 Years
Education
UG: B.Tech/B.E. – Computers, B.Sc – Any Specialization.
PG: Any Postgraduate – Any Specialization, Post Graduation Not Required, MCA – Computers."
Blockchain Wallet Developer,"Mumbai, Maharashtra",HR Devi and Associates,"₹9,00,000 - ₹11,00,000 a year",Organic,"Blockchain Wallet Developer
Mumbai


Job Description :
Research, design, develop, and test blockchain technologies

Brainstorm and help evaluate applications for new tools and technologies as they continually evolve

- Maintain and extend current client- and server-side applications responsible for integration and business logic

Be involved in the global blockchain community—work on implementing and integrating the latest improvement proposals

Document new solutions as well as maintaining that of existing ones
Experience
3 - 7 Years

Salary
9 Lac To 11 Lac P.A.

Industry
IT Software - Application Programming / Maintenance

Qualification
B.Tech/B.E

Key Skills
Research design develop and test blockchain technologies Advanced Java script Node JS C++ JAVA Pythone


About Company
Email ID
swati5547@gmail.com"
Node.js Developer,"Bengaluru, Karnataka",Springrole,0,Organic,"Blockchain Wallet Developer
Mumbai


Job Description :
Research, design, develop, and test blockchain technologies

Brainstorm and help evaluate applications for new tools and technologies as they continually evolve

- Maintain and extend current client- and server-side applications responsible for integration and business logic

Be involved in the global blockchain community—work on implementing and integrating the latest improvement proposals

Document new solutions as well as maintaining that of existing ones
Experience
3 - 7 Years

Salary
9 Lac To 11 Lac P.A.

Industry
IT Software - Application Programming / Maintenance

Qualification
B.Tech/B.E

Key Skills
Research design develop and test blockchain technologies Advanced Java script Node JS C++ JAVA Pythone


About Company
Email ID
swati5547@gmail.com"
MEAN Stack Developer - Angular2 & Above/Node.js,"Kanpur, Uttar Pradesh",ITH Technologies,0,Organic,"Blockchain Wallet Developer
Mumbai


Job Description :
Research, design, develop, and test blockchain technologies

Brainstorm and help evaluate applications for new tools and technologies as they continually evolve

- Maintain and extend current client- and server-side applications responsible for integration and business logic

Be involved in the global blockchain community—work on implementing and integrating the latest improvement proposals

Document new solutions as well as maintaining that of existing ones
Experience
3 - 7 Years

Salary
9 Lac To 11 Lac P.A.

Industry
IT Software - Application Programming / Maintenance

Qualification
B.Tech/B.E

Key Skills
Research design develop and test blockchain technologies Advanced Java script Node JS C++ JAVA Pythone


About Company
Email ID
swati5547@gmail.com"
Backend Developer,Remote,skilora,0,Organic,"Blockchain Wallet Developer
Mumbai


Job Description :
Research, design, develop, and test blockchain technologies

Brainstorm and help evaluate applications for new tools and technologies as they continually evolve

- Maintain and extend current client- and server-side applications responsible for integration and business logic

Be involved in the global blockchain community—work on implementing and integrating the latest improvement proposals

Document new solutions as well as maintaining that of existing ones
Experience
3 - 7 Years

Salary
9 Lac To 11 Lac P.A.

Industry
IT Software - Application Programming / Maintenance

Qualification
B.Tech/B.E

Key Skills
Research design develop and test blockchain technologies Advanced Java script Node JS C++ JAVA Pythone


About Company
Email ID
swati5547@gmail.com"
Blockchain Developer,"Surat, Gujarat",Saffron Consultancy Services,"₹4,50,000 - ₹8,00,000 a year",Organic,"Surat


BlockChain Developer -1


We are looking for skilled Blockchain developers who will be responsible to develop and enhance blockchain applications built using different frameworks. Candidates will be involved in developing secure and scalable blockchain solutions. Developers who are well-versed with distributed ledgers, payment wallets, white papers, smart contracts / chain code, ICO, and are able to pre-launch ICO Audit.

Roles & Responsibilities
Estimations & Task Planning
Divide the project into modules and tasks based on the business requirement or SRS.
Estimate time for the modules/tasks based on different estimation techniques.
Prepare a project plan and WBS which will have each module and tasks with specific start and end date.
Seek approval from all the stakeholders on WBS and prepare the project plan accordingly.
You should be well-versed with the project management tool.
Database creation & updating custom modules
Identify the modules/tasks and prepare the database designs
Discuss the same with the team members and seek approval from the stakeholders.
Coding, Debugging, Unit Testing & Documentation of Code and Application
As per the best standard practices and guidelines, code each module within the timeline mentioned in WBS.
Debug and unit test the code/module.
Use appropriate versioning tools like GIT, SVN, etc.
Document the code and application that later can be shared with the client.
Prepare the user manuals for custom module/code which needs to be shared with the client and used for training purposes as well.
Optimize the website after checking through benchmarking tools like or Google Page Speed.
Good knowledge of Service-based architecture/Component-based architecture.
Project Deployment & Maintenance
Check all the deployment checklist before putting anything on production.
Update the security patches whenever those are available.
Mandatory Skills & Knowledge

Strong knowledge of blockchain concepts
Experience
2 - 5 Years

Salary
4 Lac 50 Thousand To 8 Lac P.A.

Industry
IT Software - Application Programming / Maintenance

Qualification
Other Bachelor Degree

Key Skills
Blockchain Developer
GIT
SVN
blockchain
web services



About Company
SAFFRON the name of our firm ,is inspired by the precious and popular spice .The three wispy Saffron threads can be gleaned from each delicate crocus which though lavender-purple in color is called traditionally as Kesar.Its effect is pristine and symbolizes purity. Akin to the potential value of this precious spice,it shall be our endeavor at Saffron Careers to deliver value to all our clients thereby Redefining Careers and at the same time retaining purity in our approach..Our firm is steadily growing over the past decade and is poised to grow further as we expand and add more activities related to career enhancement."
Frontend Developer,Remote,skilora,0,Organic,"Surat


BlockChain Developer -1


We are looking for skilled Blockchain developers who will be responsible to develop and enhance blockchain applications built using different frameworks. Candidates will be involved in developing secure and scalable blockchain solutions. Developers who are well-versed with distributed ledgers, payment wallets, white papers, smart contracts / chain code, ICO, and are able to pre-launch ICO Audit.

Roles & Responsibilities
Estimations & Task Planning
Divide the project into modules and tasks based on the business requirement or SRS.
Estimate time for the modules/tasks based on different estimation techniques.
Prepare a project plan and WBS which will have each module and tasks with specific start and end date.
Seek approval from all the stakeholders on WBS and prepare the project plan accordingly.
You should be well-versed with the project management tool.
Database creation & updating custom modules
Identify the modules/tasks and prepare the database designs
Discuss the same with the team members and seek approval from the stakeholders.
Coding, Debugging, Unit Testing & Documentation of Code and Application
As per the best standard practices and guidelines, code each module within the timeline mentioned in WBS.
Debug and unit test the code/module.
Use appropriate versioning tools like GIT, SVN, etc.
Document the code and application that later can be shared with the client.
Prepare the user manuals for custom module/code which needs to be shared with the client and used for training purposes as well.
Optimize the website after checking through benchmarking tools like or Google Page Speed.
Good knowledge of Service-based architecture/Component-based architecture.
Project Deployment & Maintenance
Check all the deployment checklist before putting anything on production.
Update the security patches whenever those are available.
Mandatory Skills & Knowledge

Strong knowledge of blockchain concepts
Experience
2 - 5 Years

Salary
4 Lac 50 Thousand To 8 Lac P.A.

Industry
IT Software - Application Programming / Maintenance

Qualification
Other Bachelor Degree

Key Skills
Blockchain Developer
GIT
SVN
blockchain
web services



About Company
SAFFRON the name of our firm ,is inspired by the precious and popular spice .The three wispy Saffron threads can be gleaned from each delicate crocus which though lavender-purple in color is called traditionally as Kesar.Its effect is pristine and symbolizes purity. Akin to the potential value of this precious spice,it shall be our endeavor at Saffron Careers to deliver value to all our clients thereby Redefining Careers and at the same time retaining purity in our approach..Our firm is steadily growing over the past decade and is poised to grow further as we expand and add more activities related to career enhancement."
Solution Engineer,"Indore, Madhya Pradesh",deqode,"₹25,000 a month",Organic,"Job Description
We are in the hunt for enthusiastic and imaginative developers. Someone who can think out of the box, design creative
and simple solutions to complex problems.
You need to have:
Desirable skills
An analytical mind with strong logical & reasoning ability
Very good communication skills (verbal and written).
Good application development skills.
Strong debugging skills.
Should have excellent coding/Programming skills
A quick learning ability
Blockchain, React.js, Node.js, Mongo db, Go lang, ROR, Python, Mean Stack, Full Stack, Mern Stack, React Native, Angular etc.
Candidate having Githup account or any technical blog on medium will be an added advantage.
Professional Skill Requirements
Proven success in contributing to a team-oriented environment
Proven ability to work creatively and analytically in a problem-solving environment
Desire to work in an information systems environment
What you will get:
A creative and collaborative work environment
Lavish Perks (Flexible timings, WFH, Paternity Leaves, Concierge service, 5 days working,Free snacks,
Free wifi, Dinner parties, Outings etc.)
Unlimited growth potential
Best pay in Industry
Having an open & friendly environment where new ideas are always welcome.
What you will do:
Understanding the specifications for the “thing” you are about to implement.
Estimating time required to implement something.
Communications skills and clearness in your reporting and communication.
Knowledge in the programming languages you use.
Knowledge in the libraries you use.
Knowledge in the tool-sets you use.
Analytical thinking and experience (practical when you design the architecture of the “thing” prior to coding it).
Technological understanding (ability to see your new “thing” in a wider perspective, for example how a small library fit into a
large project or product).
Creativity (finding better ways to achieve your projects goals).
Planning.
Coding (testable code, clean reusable code, maintainable code, readable code, bug-free code, beautiful code).
Correctness (few bugs, few iterations with refactoring).
Application performance (the application does what it’s supposed to do without wasting CPU, memory or other resources).
Learning (your ability to learn about and use new technologies, protocols, libraries, or even languages as needed).
Durability (to stay on track no matter what, even when you feel dead bored, or in way over your head)
About us
We are technology leaders in providing innovative end to end blockchain solutions and services. Our expertise in producing
various blockchain networks and protocols with tangible business outcomes and addressing the real industry use cases helps
business create transformational value for their end customers.
Job Types: Full-time, Walk-In
Salary: From ₹25,000.00 per month
Schedule:
Flexible shift
Supplemental Pay:
Joining bonus
Performance bonus
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
Technical Solutions Lead,"Bengaluru, Karnataka",Matic Network,0,Organic,"Job Description
We are in the hunt for enthusiastic and imaginative developers. Someone who can think out of the box, design creative
and simple solutions to complex problems.
You need to have:
Desirable skills
An analytical mind with strong logical & reasoning ability
Very good communication skills (verbal and written).
Good application development skills.
Strong debugging skills.
Should have excellent coding/Programming skills
A quick learning ability
Blockchain, React.js, Node.js, Mongo db, Go lang, ROR, Python, Mean Stack, Full Stack, Mern Stack, React Native, Angular etc.
Candidate having Githup account or any technical blog on medium will be an added advantage.
Professional Skill Requirements
Proven success in contributing to a team-oriented environment
Proven ability to work creatively and analytically in a problem-solving environment
Desire to work in an information systems environment
What you will get:
A creative and collaborative work environment
Lavish Perks (Flexible timings, WFH, Paternity Leaves, Concierge service, 5 days working,Free snacks,
Free wifi, Dinner parties, Outings etc.)
Unlimited growth potential
Best pay in Industry
Having an open & friendly environment where new ideas are always welcome.
What you will do:
Understanding the specifications for the “thing” you are about to implement.
Estimating time required to implement something.
Communications skills and clearness in your reporting and communication.
Knowledge in the programming languages you use.
Knowledge in the libraries you use.
Knowledge in the tool-sets you use.
Analytical thinking and experience (practical when you design the architecture of the “thing” prior to coding it).
Technological understanding (ability to see your new “thing” in a wider perspective, for example how a small library fit into a
large project or product).
Creativity (finding better ways to achieve your projects goals).
Planning.
Coding (testable code, clean reusable code, maintainable code, readable code, bug-free code, beautiful code).
Correctness (few bugs, few iterations with refactoring).
Application performance (the application does what it’s supposed to do without wasting CPU, memory or other resources).
Learning (your ability to learn about and use new technologies, protocols, libraries, or even languages as needed).
Durability (to stay on track no matter what, even when you feel dead bored, or in way over your head)
About us
We are technology leaders in providing innovative end to end blockchain solutions and services. Our expertise in producing
various blockchain networks and protocols with tangible business outcomes and addressing the real industry use cases helps
business create transformational value for their end customers.
Job Types: Full-time, Walk-In
Salary: From ₹25,000.00 per month
Schedule:
Flexible shift
Supplemental Pay:
Joining bonus
Performance bonus
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
BLOCKCHAIN CONSULTANT,"Bengaluru, Karnataka",Spectrus,0,Organic,"Job Description
We are in the hunt for enthusiastic and imaginative developers. Someone who can think out of the box, design creative
and simple solutions to complex problems.
You need to have:
Desirable skills
An analytical mind with strong logical & reasoning ability
Very good communication skills (verbal and written).
Good application development skills.
Strong debugging skills.
Should have excellent coding/Programming skills
A quick learning ability
Blockchain, React.js, Node.js, Mongo db, Go lang, ROR, Python, Mean Stack, Full Stack, Mern Stack, React Native, Angular etc.
Candidate having Githup account or any technical blog on medium will be an added advantage.
Professional Skill Requirements
Proven success in contributing to a team-oriented environment
Proven ability to work creatively and analytically in a problem-solving environment
Desire to work in an information systems environment
What you will get:
A creative and collaborative work environment
Lavish Perks (Flexible timings, WFH, Paternity Leaves, Concierge service, 5 days working,Free snacks,
Free wifi, Dinner parties, Outings etc.)
Unlimited growth potential
Best pay in Industry
Having an open & friendly environment where new ideas are always welcome.
What you will do:
Understanding the specifications for the “thing” you are about to implement.
Estimating time required to implement something.
Communications skills and clearness in your reporting and communication.
Knowledge in the programming languages you use.
Knowledge in the libraries you use.
Knowledge in the tool-sets you use.
Analytical thinking and experience (practical when you design the architecture of the “thing” prior to coding it).
Technological understanding (ability to see your new “thing” in a wider perspective, for example how a small library fit into a
large project or product).
Creativity (finding better ways to achieve your projects goals).
Planning.
Coding (testable code, clean reusable code, maintainable code, readable code, bug-free code, beautiful code).
Correctness (few bugs, few iterations with refactoring).
Application performance (the application does what it’s supposed to do without wasting CPU, memory or other resources).
Learning (your ability to learn about and use new technologies, protocols, libraries, or even languages as needed).
Durability (to stay on track no matter what, even when you feel dead bored, or in way over your head)
About us
We are technology leaders in providing innovative end to end blockchain solutions and services. Our expertise in producing
various blockchain networks and protocols with tangible business outcomes and addressing the real industry use cases helps
business create transformational value for their end customers.
Job Types: Full-time, Walk-In
Salary: From ₹25,000.00 per month
Schedule:
Flexible shift
Supplemental Pay:
Joining bonus
Performance bonus
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
React JS Developer,"Mohali Sas Nagar, Chandigarh",Antier Solutions Pvt. Ltd,0,Organic,"Job Description
We are in the hunt for enthusiastic and imaginative developers. Someone who can think out of the box, design creative
and simple solutions to complex problems.
You need to have:
Desirable skills
An analytical mind with strong logical & reasoning ability
Very good communication skills (verbal and written).
Good application development skills.
Strong debugging skills.
Should have excellent coding/Programming skills
A quick learning ability
Blockchain, React.js, Node.js, Mongo db, Go lang, ROR, Python, Mean Stack, Full Stack, Mern Stack, React Native, Angular etc.
Candidate having Githup account or any technical blog on medium will be an added advantage.
Professional Skill Requirements
Proven success in contributing to a team-oriented environment
Proven ability to work creatively and analytically in a problem-solving environment
Desire to work in an information systems environment
What you will get:
A creative and collaborative work environment
Lavish Perks (Flexible timings, WFH, Paternity Leaves, Concierge service, 5 days working,Free snacks,
Free wifi, Dinner parties, Outings etc.)
Unlimited growth potential
Best pay in Industry
Having an open & friendly environment where new ideas are always welcome.
What you will do:
Understanding the specifications for the “thing” you are about to implement.
Estimating time required to implement something.
Communications skills and clearness in your reporting and communication.
Knowledge in the programming languages you use.
Knowledge in the libraries you use.
Knowledge in the tool-sets you use.
Analytical thinking and experience (practical when you design the architecture of the “thing” prior to coding it).
Technological understanding (ability to see your new “thing” in a wider perspective, for example how a small library fit into a
large project or product).
Creativity (finding better ways to achieve your projects goals).
Planning.
Coding (testable code, clean reusable code, maintainable code, readable code, bug-free code, beautiful code).
Correctness (few bugs, few iterations with refactoring).
Application performance (the application does what it’s supposed to do without wasting CPU, memory or other resources).
Learning (your ability to learn about and use new technologies, protocols, libraries, or even languages as needed).
Durability (to stay on track no matter what, even when you feel dead bored, or in way over your head)
About us
We are technology leaders in providing innovative end to end blockchain solutions and services. Our expertise in producing
various blockchain networks and protocols with tangible business outcomes and addressing the real industry use cases helps
business create transformational value for their end customers.
Job Types: Full-time, Walk-In
Salary: From ₹25,000.00 per month
Schedule:
Flexible shift
Supplemental Pay:
Joining bonus
Performance bonus
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
UI Developer,"Bengaluru, Karnataka",Knowledge Lens,0,Organic,"Job Description
We are in the hunt for enthusiastic and imaginative developers. Someone who can think out of the box, design creative
and simple solutions to complex problems.
You need to have:
Desirable skills
An analytical mind with strong logical & reasoning ability
Very good communication skills (verbal and written).
Good application development skills.
Strong debugging skills.
Should have excellent coding/Programming skills
A quick learning ability
Blockchain, React.js, Node.js, Mongo db, Go lang, ROR, Python, Mean Stack, Full Stack, Mern Stack, React Native, Angular etc.
Candidate having Githup account or any technical blog on medium will be an added advantage.
Professional Skill Requirements
Proven success in contributing to a team-oriented environment
Proven ability to work creatively and analytically in a problem-solving environment
Desire to work in an information systems environment
What you will get:
A creative and collaborative work environment
Lavish Perks (Flexible timings, WFH, Paternity Leaves, Concierge service, 5 days working,Free snacks,
Free wifi, Dinner parties, Outings etc.)
Unlimited growth potential
Best pay in Industry
Having an open & friendly environment where new ideas are always welcome.
What you will do:
Understanding the specifications for the “thing” you are about to implement.
Estimating time required to implement something.
Communications skills and clearness in your reporting and communication.
Knowledge in the programming languages you use.
Knowledge in the libraries you use.
Knowledge in the tool-sets you use.
Analytical thinking and experience (practical when you design the architecture of the “thing” prior to coding it).
Technological understanding (ability to see your new “thing” in a wider perspective, for example how a small library fit into a
large project or product).
Creativity (finding better ways to achieve your projects goals).
Planning.
Coding (testable code, clean reusable code, maintainable code, readable code, bug-free code, beautiful code).
Correctness (few bugs, few iterations with refactoring).
Application performance (the application does what it’s supposed to do without wasting CPU, memory or other resources).
Learning (your ability to learn about and use new technologies, protocols, libraries, or even languages as needed).
Durability (to stay on track no matter what, even when you feel dead bored, or in way over your head)
About us
We are technology leaders in providing innovative end to end blockchain solutions and services. Our expertise in producing
various blockchain networks and protocols with tangible business outcomes and addressing the real industry use cases helps
business create transformational value for their end customers.
Job Types: Full-time, Walk-In
Salary: From ₹25,000.00 per month
Schedule:
Flexible shift
Supplemental Pay:
Joining bonus
Performance bonus
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
